GeoName,New_MEFI_Score,MEFI_Score,Govt_Consumption,Govt_Xfers_Subsidies,Govt_Retirement, Income_Payroll_Tax,Sales_Tax,Property_Tax,Minimum_Wage_Over_Income,Percent_Govt_Employment,Percent_Private_Union_Density,Minimum_Wage_Over_10%_Income
"Santa Maria-Santa Barbara, CA MSA",5.424069772,5.362190119,5.672554976,8.643757381,0.723215074,0.752799123,6.275345443,7.921050619,7.925853799,7.175735745,3.169398907,3.72632
"Santa Rosa, CA MSA",5.703524687,5.718838016,7.047004045,8.651296153,0.892884002,0.752799123,6.2044885,8.016965423,7.947262829,8.787443165,3.169398907,3.03158
"Savannah, GA MSA",7.211761326,7.326483468,6.831071954,9.277564522,5.026155168,4.210385594,5.57911534,8.221771039,8.335749391,9.002986294,9.453551913,8.42105
"Scranton--Wilkes-Barre--Hazleton, PA MSA",6.823717239,6.553292544,7.200357902,8.636296104,3.114417309,3.562392436,6.25394685,7.722589219,8.110647138,9.297018723,5.081967213,7.51579
"Seattle-Tacoma-Bellevue, WA MSA",6.535706967,6.600002497,8.016994369,9.1059442,4.472141867,10,1.279989557,8.09135589,7.953997566,9.058833992,1.420765027,0.84211
"Sebastian-Vero Beach, FL MSA",8.59577138,8.742002166,9.914635513,9.608384615,7.269397423,9.470305475,5.101340444,8.886249031,10,9.848472022,8.579234973,7.26316
"Sebring, FL MSA",7.709876568,7.818680454,8.123166947,9.608384615,7.308572453,9.470305475,4.507079715,8.834202696,5.360372217,8.576804991,8.579234973,7.6
"Sheboygan, WI MSA",6.52007388,6.493013515,3.476213554,9.323579167,3.989566757,3.005356753,6.486414833,8.051893567,8.925767529,8.074504342,7.103825137,7.34737
"Sherman-Denison, TX MSA",7.774540473,7.879509635,8.064918433,9.346550353,6.101173443,10,4.627366454,7.743908157,7.807562378,8.15306925,9.071038251,8.12632
"Shreveport-Bossier City, LA MSA",6.667003167,6.712994283,6.834108285,9.123289798,2.054696204,6.426378757,1.828004744,8.702360181,8.111779609,8.101358289,9.234972678,8.82105
"Sierra Vista-Douglas, AZ MSA",6.606962796,7.067883769,7.566279077,9.008138735,5.695046246,6.565990702,4.6810433,8.701086241,4.841837714,7.09797999,9.453551913,5.30526
"Sioux City, IA-NE-SD MSA",6.701830669,6.832334795,6.208811594,8.884370664,5.27354728,4.299271894,5.20613591,7.584247023,8.412666419,7.815846287,7.806116081,6.63158
"Sioux Falls, SD MSA",7.727225245,8.053074477,9.152242094,9.127241751,5.496482469,9.840551163,3.622508324,8.45435287,8.728816943,9.312305279,8.743169399,5.81053
"South Bend-Mishawaka, IN-MI MSA",7.276348223,7.133707676,7.711485472,8.643168973,6.809810926,4.004828238,5.238770561,8.692286792,8.140439607,8.772659229,6.189919283,7.47368
"Spartanburg, SC MSA",6.703017595,6.955649174,3.924009029,8.042998774,4.63062994,5.169271117,7.453873783,8.40335629,7.735306579,7.241397053,10,7.72632
"Spokane-Spokane Valley, WA MSA",6.2763313,6.190919227,7.254416822,9.1059442,4.407608124,10,1.668530771,8.246355789,4.917153818,8.697498492,1.420765027,2.18947
"Springfield, IL MSA",6.477690968,6.114005799,6.017364802,9.386713972,1.915526607,4.709475865,5.772204692,7.534236907,7.675089484,8.572816907,3.442622951,6.71579
"Springfield, MA MSA",6.066677404,6.32401291,6.637421796,9.455295989,4.000827174,1.702135226,8.036457067,7.726133152,6.180676772,8.313781039,4.863387978,2.54737
"Springfield, MO MSA",7.203643501,7.099888668,7.407141024,9.42050635,4.241802204,4.692722924,5.998934717,9.24743692,7.225320374,8.725242785,6.93989071,7.87368
"Springfield, OH MSA",6.288719633,6.032381155,7.535165153,9.07280935,0,4.803368536,4.699651434,8.8945474,6.683020976,7.794124373,4.808743169,7.11579
"State College, PA MSA",7.108617163,6.856905918,8.237553642,8.636296104,3.507468657,3.47906757,6.251953488,8.224253141,8.293593445,10,5.081967213,7.34737
"Staunton-Waynesboro, VA MSA",7.66488399,7.806334154,8.533157326,9.344325324,7.087174955,3.249265533,7.652502435,9.052307739,7.939424016,8.273167002,9.12568306,7.85263
"Stockton-Lodi, CA MSA",5.131394727,5.02740981,5.876569857,7.352358442,0.5589401,0.752799123,5.930172752,8.304014335,5.54530676,7.757128015,3.169398907,4.10526
"Sumter, SC MSA",7.222715002,7.367744242,7.758504919,8.042998774,4.670980764,5.169271117,6.446953405,8.742794495,7.163295334,8.314899367,10,8.69474
"Syracuse, NY MSA",5.940974446,5.335126493,6.203642875,8.884854459,4.533779086,1.309393521,5.01621667,7.340955772,6.835045867,7.892250184,0,5.45263
"Tallahassee, FL MSA",7.443675797,7.587567402,6.377312182,9.608384615,4.73525199,9.470305475,4.249837721,8.963081252,6.97764745,9.327050962,8.579234973,7.28421
"Tampa-St. Petersburg-Clearwater, FL MSA",8.029574709,8.192179764,8.486710977,9.608384615,7.043377079,9.470305475,4.579255582,8.545926291,7.72668553,9.689737355,8.579234973,7.11579
"Terre Haute, IN MSA",7.196086708,7.013298225,6.910475517,8.557002145,7.421595645,4.452376462,5.113906507,8.72035196,7.018859973,8.149159532,6.775956284,8.42105
"Texarkana, TX-AR MSA",7.128243215,7.233472666,7.187858381,9.182025408,5.470512896,7.857484687,3.822509508,8.338613296,6.636068325,7.617011167,8.989170324,8.04211
"The Villages, FL MSA",8.462706039,8.5621532,10,9.608384615,7.646352677,9.470305475,4.967202016,8.982580017,7.805319029,10,8.579234973,7.68421
"Toledo, OH MSA",6.240507326,5.970133761,7.111868753,9.069055509,0,3.49343898,4.675752333,8.270101212,7.533827226,8.768416663,4.808743169,7.24211
"Topeka, KS MSA",7.07168391,7.081999316,6.911383646,9.736174832,6.105301279,5.676012562,4.587527331,8.010951798,8.162081888,7.171511328,7.37704918,7.28421
"Trenton, NJ MSA",6.612714385,6.413820063,8.213051281,9.145323331,2.340703695,3.618965981,7.122786403,6.069934569,9.410651151,8.961434102,2.841530055,4.63158
"Tucson, AZ MSA",6.816909748,7.277830721,8.090925177,9.008138735,5.066980463,6.565990702,4.507009797,8.422309435,5.539945493,8.845624772,9.453551913,5.30526
"Tulsa, OK MSA",7.636266093,7.723071449,8.703812686,8.97726545,5.020191125,5.719633519,5.413013692,9.295711822,9.039282953,8.704852012,8.633879781,7.85263
"Tuscaloosa, AL MSA",6.459249393,6.36519641,5.050332418,6.452286842,3.9322908,5.272931105,5.134764692,9.563913256,7.116675246,7.167944913,7.595628415,8.44211
"Tyler, TX MSA",8.249855118,8.305701473,9.339023314,9.346550353,6.043033325,10,4.41840292,8.786191983,9.157982508,8.589090604,9.071038251,8.56842
"Urban Honolulu, HI MSA",6.119629437,5.52547739,7.440414684,9.685495839,3.694324035,3.036860295,0.240780067,8.767342356,8.178352169,8.685727067,0,5.34737
"Utica-Rome, NY MSA",5.783028177,5.142092504,6.190991987,8.812381924,4.533779086,1.309393521,4.765702298,7.428093685,5.909755121,7.328734915,0,5.76842
"Valdosta, GA MSA",6.998200222,7.061460376,5.539469837,9.277564522,5.906362054,4.210385594,6.162081077,8.82091538,6.625124308,7.557688697,9.453551913,8.88421
"Vallejo-Fairfield, CA MSA",5.818316724,5.763454615,7.076148414,8.560739164,2.89933626,0.752799123,6.314131137,8.242413199,6.5588913,8.297234027,3.169398907,3.66316
"Victoria, TX MSA",7.445566555,7.552874898,6.518391506,9.346550353,6.20270657,10,3.979931873,7.592114862,8.286006195,6.979134474,9.071038251,8.10526
"Vineland-Bridgeton, NJ MSA",5.915117398,5.501018399,5.271273489,8.700996096,2.340703695,3.618965981,7.118349666,6.492321316,6.252740431,6.87228486,2.841530055,6.56842
"Virginia Beach-Norfolk-Newport News, VA-NC MSA",7.354490092,7.485842648,7.284532619,9.292466163,6.0975004,3.255987177,7.207084333,8.163199275,8.686234645,8.245511476,9.140067748,7.95789
"Visalia-Porterville, CA MSA",4.696658761,4.550568581,3.006875089,6.707580785,1.076335038,0.752799123,6.129726797,8.99287375,4.878543268,6.240984473,3.169398907,4.48421
"Waco, TX MSA",7.670908171,7.794590784,7.614435956,9.346550353,6.138053614,10,4.120914116,7.682898694,7.567254248,8.610171822,9.071038251,7.95789
"Walla Walla, WA MSA",6.189456229,6.136792694,7.166621253,9.1059442,4.815355187,10,1.584674961,7.861833872,5.017824739,8.258115007,1.420765027,1.89474
"Warner Robins, GA MSA",7.477140076,7.589523037,8.442907351,9.277564522,5.906362054,4.210385594,5.90205626,9.187416325,7.642002247,8.283461065,9.453551913,8.44211
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",6.570022761,6.952040069,7.460624358,8.987926791,5.668392635,1.525642361,6.946016919,7.538911549,8.222085393,8.759552208,7.459208404,4.02105
"Waterloo-Cedar Falls, IA MSA",6.572986331,6.638892444,6.237163461,8.736489826,4.549956889,3.684542084,5.256871124,7.489971759,8.102095965,7.87873324,7.81420765,7.22105
"Watertown-Fort Drum, NY MSA",5.904004757,5.25605154,6.346192952,8.997454446,4.533779086,1.309393521,4.151565634,7.995354987,6.47045963,7.500263608,0,5.83158
"Wausau, WI MSA",6.613205665,6.691408458,5.530390893,9.323579167,3.989566757,3.005356753,6.211181838,7.995709415,8.662175012,8.400891146,7.103825137,6.4
"Weirton-Steubenville, WV-OH MSA",5.668966537,5.436184359,3.853266341,8.155358356,0.808953587,4.538870044,4.76402939,8.526194427,6.307357732,6.803511062,5.168118293,7.26316
"Wenatchee, WA MSA",5.949053576,5.854284777,4.835562768,9.1059442,4.826206823,10,1.30097104,7.958225618,5.71353897,7.527348551,1.420765027,2.27368
"Wheeling, WV-OH MSA",6.095377045,5.888629171,6.950665068,7.987153265,0.820476433,4.997688509,4.188547371,7.876454348,7.473979697,7.468691871,5.234005981,7.09474
"Wichita, KS MSA",7.37481513,7.364077905,7.762901319,9.736174832,5.307533331,5.675744746,5.112460581,8.664890269,8.729796044,7.910150841,7.37704918,7.47368
"Wichita Falls, TX MSA",7.933851028,7.992036564,8.158814412,9.346550353,5.966155657,10,4.611096463,8.421265779,7.847392305,8.506015857,9.071038251,8.54737
"Williamsport, PA MSA",6.736456782,6.435622729,6.80709095,8.636296104,2.874074528,3.32373784,6.3006205,8.013312666,7.81132284,9.072181922,5.081967213,7.78947
"Wilmington, NC MSA",6.556482604,6.714652163,3.738231238,8.708614022,6.030654983,3.555677145,5.154703083,8.21187156,7.904903602,7.34579307,9.781420765,8.35789
"Winchester, VA-WV MSA",7.246985201,7.406812017,7.813508848,8.933768455,6.38683537,3.351696079,6.836041105,8.407526239,8.306422244,8.092331627,8.533178183,7.09474
"Winston-Salem, NC MSA",7.313091314,7.499331048,8.351022886,8.724513513,5.897509872,3.555677145,5.887352506,8.952502669,8.075537177,8.268442898,9.781420765,8.10526
"Worcester, MA-CT MSA",6.300919468,6.551832257,7.777337293,9.465317696,4.673485098,1.744487804,7.880401854,7.613936088,6.737556837,8.521015699,4.552951941,2.29474
"Yakima, WA MSA",6.270470701,6.175701903,6.954744399,9.1059442,4.826406355,10,1.904626152,8.755011419,4.438266033,8.175553544,1.420765027,2.27368
"York-Hanover, PA MSA",6.945537852,6.70084415,7.381695238,8.636296104,3.51331644,4.001720323,6.277993194,7.386435429,8.668652106,9.359521305,5.081967213,7.28421
"Youngstown-Warren-Boardman, OH-PA MSA",6.431378149,6.125148898,7.433517035,8.982913882,0.277981019,4.813882873,5.064128381,8.533659606,7.08729496,8.067972949,4.86498938,7.62105
"Yuba City, CA MSA",5.298112515,5.201145143,5.303555518,7.282880367,2.89933626,0.752799123,6.79328041,8.705578962,5.250150502,6.653326234,3.169398907,4.04211
"Yuma, AZ MSA",6.271486669,6.732407642,7.282304782,9.008138735,5.709671653,6.565990702,3.999570075,7.562423715,3.527856891,7.482160309,9.453551913,5.30526
